"e_publish_date","closing_date","opening_date","tender_id","tender_url","org_name","corri_gen","emd"
"18-Jul-2023 06:55 PM","24-Jul-2023 12:00 PM","24-Jul-2023 02:00 PM","/321,Date- 26-07-2023/2023_RDUP_820998_1","https://eprocure.gov.in/cppp/tendersfullviewmmp/MTQxNDg3ODc5A13h1VmpGYWExTXlTWGxTYkdoUFZqSm9jbHBJYjNkUFVUMDk=A13h1VmpGYWExTXlTWGxTYkdoUFZqSm9jbHBJYjNkUFVUMDk=A13h1MTY4OTY5NzAxMg==A13h1MzIxLERhdGUtIDI2LTA3LTIwMjM=A13h1MjAyM19SRFVQXzgyMDk5OF8x","Uttar Pradesh","--","None"
"18-Jul-2023 06:55 PM","22-Jul-2023 06:55 PM","24-Jul-2023 11:30 AM","/GP/Bhokar/Pimpaldhav/2023_2/2023_NANDE_923951_2","https://eprocure.gov.in/cppp/tendersfullviewmmp/MTQxNDg3OTM5A13h1VmpGYWExTXlTWGxTYkdoUFZqSm9jbHBJYjNkUFVUMDk=A13h1VmpGYWExTXlTWGxTYkdoUFZqSm9jbHBJYjNkUFVUMDk=A13h1MTY4OTY5NzAxMg==A13h1R1AvQmhva2FyL1BpbXBhbGRoYXYvMjAyM18yA13h1MjAyM19OQU5ERV85MjM5NTFfMg==","Maharashtra","--","None"
"18-Jul-2023 06:55 PM","23-Jul-2023 06:00 PM","24-Jul-2023 11:00 AM","/DT NO 635 2023-24 DSO JHALAWAR/2023_FOOD_351820_1","https://eprocure.gov.in/cppp/tendersfullviewmmp/MTQxNDg3NjAwA13h1VmpGYWExTXlTWGxTYkdoUFZqSm9jbHBJYjNkUFVUMDk=A13h1VmpGYWExTXlTWGxTYkdoUFZqSm9jbHBJYjNkUFVUMDk=A13h1MTY4OTY5NzAxMg==A13h1RFQgTk8gNjM1IDIwMjMtMjQgRFNPIEpIQUxBV0FSA13h1MjAyM19GT09EXzM1MTgyMF8x","Rajasthan","--","None"
"18-Jul-2023 06:55 PM","24-Jul-2023 12:00 PM","24-Jul-2023 02:00 PM","/321,Date- 26-07-2023/2023_RDUP_820998_2","https://eprocure.gov.in/cppp/tendersfullviewmmp/MTQxNDg3ODc2A13h1VmpGYWExTXlTWGxTYkdoUFZqSm9jbHBJYjNkUFVUMDk=A13h1VmpGYWExTXlTWGxTYkdoUFZqSm9jbHBJYjNkUFVUMDk=A13h1MTY4OTY5NzAxMg==A13h1MzIxLERhdGUtIDI2LTA3LTIwMjM=A13h1MjAyM19SRFVQXzgyMDk5OF8y","Uttar Pradesh","--","None"
"18-Jul-2023 06:55 PM","20-Jul-2023 03:00 PM","21-Jul-2023 03:30 PM","/BRR.C.No.B4/3424/2023-30/2023_CoC_346027_1","https://eprocure.gov.in/cppp/tendersfullviewmmp/MTQxNDg3NjE5A13h1VmpGYWExTXlTWGxTYkdoUFZqSm9jbHBJYjNkUFVUMDk=A13h1VmpGYWExTXlTWGxTYkdoUFZqSm9jbHBJYjNkUFVUMDk=A13h1MTY4OTY5NzAxMg==A13h1QlJSLkMuTm8uQjQvMzQyNC8yMDIzLTMwA13h1MjAyM19Db0NfMzQ2MDI3XzE=","Tamil Nadu","--","None"
"18-Jul-2023 06:55 PM","20-Jul-2023 03:00 PM","21-Jul-2023 03:30 PM","/BRR.C.No.B4/3424/2023 -28/2023_CoC_346013_1","https://eprocure.gov.in/cppp/tendersfullviewmmp/MTQxNDg2NzMyA13h1VmpGYWExTXlTWGxTYkdoUFZqSm9jbHBJYjNkUFVUMDk=A13h1VmpGYWExTXlTWGxTYkdoUFZqSm9jbHBJYjNkUFVUMDk=A13h1MTY4OTY5NzAxMg==A13h1QlJSLkMuTm8uQjQvMzQyNC8yMDIzIC0yOA==A13h1MjAyM19Db0NfMzQ2MDEzXzE=","Tamil Nadu","--","None"
"18-Jul-2023 06:55 PM","19-Jul-2023 03:00 PM","19-Jul-2023 04:00 PM","/B6/1776/2023/2023_RDTN_346115_1","https://eprocure.gov.in/cppp/tendersfullviewmmp/MTQxNDg3NjM0A13h1VmpGYWExTXlTWGxTYkdoUFZqSm9jbHBJYjNkUFVUMDk=A13h1VmpGYWExTXlTWGxTYkdoUFZqSm9jbHBJYjNkUFVUMDk=A13h1MTY4OTY5NzAxMg==A13h1QjYvMTc3Ni8yMDIzA13h1MjAyM19SRFROXzM0NjExNV8x","Tamil Nadu","--","None"
"18-Jul-2023 06:55 PM","19-Jul-2023 03:00 PM","19-Jul-2023 04:00 PM","/B6/1776/2023/2023_RDTN_346105_1","https://eprocure.gov.in/cppp/tendersfullviewmmp/MTQxNDg3NjMyA13h1VmpGYWExTXlTWGxTYkdoUFZqSm9jbHBJYjNkUFVUMDk=A13h1VmpGYWExTXlTWGxTYkdoUFZqSm9jbHBJYjNkUFVUMDk=A13h1MTY4OTY5NzAxMg==A13h1QjYvMTc3Ni8yMDIzA13h1MjAyM19SRFROXzM0NjEwNV8x","Tamil Nadu","--","None"
"18-Jul-2023 06:55 PM","20-Jul-2023 03:00 PM","21-Jul-2023 03:30 PM","/Package 7 BRR. C.No. B4/3404/2023-7/2023_CoC_346133_1","https://eprocure.gov.in/cppp/tendersfullviewmmp/MTQxNDg3NjQwA13h1VmpGYWExTXlTWGxTYkdoUFZqSm9jbHBJYjNkUFVUMDk=A13h1VmpGYWExTXlTWGxTYkdoUFZqSm9jbHBJYjNkUFVUMDk=A13h1MTY4OTY5NzAxMg==A13h1UGFja2FnZSA3IEJSUi4gQy5Oby4gQjQvMzQwNC8yMDIzLTc=A13h1MjAyM19Db0NfMzQ2MTMzXzE=","Tamil Nadu","--","None"
"18-Jul-2023 06:55 PM","24-Jul-2023 12:30 PM","24-Jul-2023 01:30 PM","/UPLC/Software/2023-24/16/2023_UPECL_822074_1","https://eprocure.gov.in/cppp/tendersfullviewmmp/MTQxNDgyNDQ0A13h1VmpGYWExTXlTWGxTYkdoUFZqSm9jbHBJYjNkUFVUMDk=A13h1VmpGYWExTXlTWGxTYkdoUFZqSm9jbHBJYjNkUFVUMDk=A13h1MTY4OTY5NzAxMg==A13h1VVBMQy9Tb2Z0d2FyZS8yMDIzLTI0LzE2A13h1MjAyM19VUEVDTF84MjIwNzRfMQ==","Uttar Pradesh","--","None"
